run_id,sample_id,document_id,pair_kind,source_id,generated_id,score,draft_label,source_requirement,generated_requirement,human_label,human_corrected
20260429T002305Z_pure_full,pure_0000_cctns,0000_cctns,matched,AUTO-0022,NFR-037,0.8147196173667908,PARTIAL_ACTOR_DROPPED,"The System must allow changes to security attributes for groups or users (such as access rights, security level, privileges, password allocation and management) to be made only by super-user.","Regarding profile management, only super-users should be able to change security attributes like access rights, security levels, privileges, and password management.",FULL_MATCH,1
20260429T002305Z_pure_full,pure_0000_cctns,0000_cctns,matched,AUTO-0074,DATA-009,0.7261977195739746,PARTIAL_SCOPE_GENERALIZED,Color should never be the only means of coding.,"Additionally, we've noticed that relying solely on color coding can be problematic, as it should never be the only means of conveying important information.",UNSUPPORTED_ADDITION,1
20260429T002305Z_pure_full,pure_0000_cctns,0000_cctns,matched,AUTO-0082,DATA-007,0.5636106729507446,UNSUPPORTED_ADDITION,The International Standards mentioned below shall be consulted for guidance.,"For example, AUTO-0082 requires us to consult specific International Standards for guidance, but sometimes user-defined defaults can conflict with those guidelines.",NO_MATCH,1
20260429T002305Z_pure_full,pure_0000_cctns,0000_cctns,unmatched_source,AUTO-0047,NFR-003,0.645767331123352,DUPLICATE_OR_MERGED,"Making navigation self-descriptive: Navigation should be designed to help users understand where they are, where they have been and where they can go next.","Familiar terms are key — navigation links should be intuitive, using language that users will recognize from their experience with similar systems.",DUPLICATE_OR_MERGED,0
20260429T002305Z_pure_full,pure_0000_cctns,0000_cctns,unmatched_source,AUTO-0092,NFR-006,0.46830716729164124,NO_MATCH,The user interfaces of the system should follow the guidelines specified under www.usability.gov System Availability The System must be available to users: from <xx:00> to <xx:00>;,"We also want to make sure our user interfaces allow activation of controls through a variety of input devices, not just keyboards or mice.",NO_MATCH,0
20260429T002305Z_pure_full,pure_0000_cctns,0000_cctns,matched,AUTO-0014,NFR-034,0.7840321063995361,PARTIAL_ACTOR_DROPPED,The System must be able to export audit trails for specified cases (without affecting the audit trail stored by the System).,"By exporting audit trails for specific cases without affecting the stored data, we can review these logs later if needed.",FULL_MATCH,1
20260429T002305Z_pure_full,pure_0000_cctns,0000_cctns,matched,AUTO-0087,NFR-010,0.7027541995048523,PARTIAL_SCOPE_GENERALIZED,Placing navigation components consistently: Navigation components should be placed consistently on the pages or in the framesets in the pages of the application.,"Lastly, we should ensure that navigation components like menus and links are placed consistently across the application so that users can predict where to find important features.",FULL_MATCH,1
20260429T002305Z_pure_full,pure_0000_cctns,0000_cctns,unmatched_generated,AUTO-0035,DATA-001,0.6530301570892334,UNSUPPORTED_ADDITION,The System must allow persistent defaults for data entry where desirable.,"For example, we allow users to define their own default values for certain fields, which is really helpful when they need to enter similar information repeatedly.",FULL_MATCH,1
20260429T002305Z_pure_full,pure_0000_cctns,0000_cctns,unmatched_source,AUTO-0027,NFR-034,0.6345912218093872,DUPLICATE_OR_MERGED,"Any access to cases, and all other activities involving the cases and related documents or data should also need to be stored in the audit trail to ensure legal admissibility and to assist in data recovery.","By exporting audit trails for specific cases without affecting the stored data, we can review these logs later if needed.",PARTIAL_SCOPE_GENERALIZED,1
20260429T002305Z_pure_full,pure_0000_cctns,0000_cctns,unmatched_source,AUTO-0041,DATA-011,0.46741268038749695,NO_MATCH,The user interfaces of the system should comply with Standard ISO 9241.,"For example, if a user sets a date format that doesn't match the ISO standard, we should inform them about the correct format and suggest using something like YYYY-MM-DD.",NO_MATCH,0
20260429T002305Z_pure_full,pure_0000_cctns,0000_cctns,matched,AUTO-0028,DATA-002,0.728704035282135,PARTIAL_ACTOR_DROPPED,"Ease of Use All error messages produced by the System must be meaningful, so that they can be appropriately acted upon by the users who are likely to see them.","Sometimes, error messages can be unclear or too technical, leading to confusion among our users.",PARTIAL_SCOPE_GENERALIZED,1
20260429T002305Z_pure_full,pure_0000_cctns,0000_cctns,matched,AUTO-0061,NFR-023,0.6825899481773376,PARTIAL_SCOPE_GENERALIZED,Text quality: The quality of textual content with respect to spelling and grammar should be sufficient so as not to impede readability.,spelling and grammar must be impeccable so as not to impede readability.,UNSUPPORTED_ADDITION,1
